F_1,F_3,F_5,F_7,F_6,F_8,Labels
0.0,-88.0,0.0,88.0,0.0,0.0,4.0
-1.0,-3.0,-15.0,48.0,48.0,-3.0,1.0
-4.0,0.0,-18.0,44.0,44.0,0.0,1.0
0.0,0.0,-2.0,24.0,24.0,0.0,1.0
0.0,0.0,27.0,46.0,46.0,0.0,1.0
0.0,-2.0,0.0,58.0,58.0,-2.0,1.0
0.0,8.0,-10.0,41.0,41.0,8.0,1.0
0.0,6.0,-6.0,44.0,44.0,6.0,4.0
-2.0,0.0,0.0,35.0,35.0,0.0,4.0
0.0,-6.0,9.0,57.0,57.0,-6.0,1.0
1.0,0.0,6.0,66.0,66.0,0.0,4.0
0.0,0.0,-1.0,74.0,74.0,0.0,1.0
0.0,2.0,-25.0,44.0,44.0,2.0,1.0
3.0,0.0,21.0,59.0,59.0,0.0,1.0
1.0,0.0,0.0,128.0,128.0,0.0,4.0
-2.0,0.0,9.0,32.0,32.0,0.0,1.0
0.0,0.0,1.0,44.0,44.0,0.0,1.0
0.0,0.0,-8.0,68.0,68.0,0.0,1.0
-1.0,-3.0,-6.0,70.0,70.0,-3.0,1.0
0.0,-1.0,5.0,80.0,80.0,-1.0,1.0
0.0,0.0,-10.0,88.0,88.0,0.0,1.0
0.0,0.0,5.0,53.0,53.0,0.0,1.0
0.0,0.0,0.0,31.0,31.0,0.0,1.0
0.0,0.0,0.0,54.0,54.0,0.0,1.0
-1.0,0.0,14.0,37.0,37.0,0.0,1.0
0.0,2.0,0.0,95.0,95.0,2.0,1.0
4.0,0.0,0.0,126.0,126.0,0.0,1.0
0.0,0.0,16.0,57.0,57.0,0.0,4.0
0.0,-4.0,0.0,69.0,69.0,-4.0,1.0
-3.0,0.0,-28.0,41.0,41.0,0.0,1.0
2.0,0.0,-17.0,100.0,100.0,0.0,1.0
0.0,0.0,-7.0,55.0,55.0,0.0,1.0
0.0,4.0,0.0,30.0,30.0,4.0,1.0
-2.0,5.0,-7.0,40.0,40.0,5.0,1.0
5.0,0.0,9.0,49.0,49.0,0.0,1.0
0.0,5.0,0.0,36.0,36.0,5.0,1.0
0.0,3.0,0.0,50.0,50.0,3.0,1.0
0.0,0.0,4.0,69.0,69.0,0.0,4.0
0.0,8.0,6.0,43.0,43.0,8.0,1.0
0.0,0.0,29.0,42.0,42.0,0.0,1.0
1.0,0.0,-4.0,37.0,37.0,0.0,1.0
0.0,0.0,27.0,69.0,69.0,0.0,1.0
-4.0,0.0,0.0,44.0,44.0,0.0,1.0
2.0,3.0,0.0,27.0,27.0,3.0,1.0
0.0,0.0,-3.0,76.0,76.0,0.0,1.0
0.0,0.0,-2.0,57.0,57.0,0.0,1.0
0.0,0.0,-25.0,30.0,30.0,0.0,1.0
4.0,0.0,0.0,50.0,50.0,0.0,1.0
0.0,0.0,29.0,48.0,48.0,0.0,1.0
0.0,5.0,0.0,50.0,50.0,5.0,1.0
-4.0,0.0,0.0,35.0,35.0,0.0,1.0
0.0,0.0,-1.0,42.0,42.0,0.0,1.0
2.0,-1.0,0.0,36.0,36.0,-1.0,1.0
2.0,0.0,0.0,90.0,90.0,0.0,1.0
0.0,-2.0,13.0,38.0,38.0,-2.0,1.0
2.0,5.0,-18.0,126.0,126.0,5.0,1.0
-3.0,0.0,0.0,74.0,74.0,0.0,1.0
0.0,0.0,31.0,51.0,51.0,0.0,1.0
0.0,4.0,7.0,65.0,65.0,4.0,4.0
-3.0,0.0,0.0,24.0,24.0,0.0,1.0
0.0,0.0,-16.0,35.0,35.0,0.0,1.0
-1.0,0.0,-5.0,44.0,44.0,0.0,1.0
0.0,0.0,-7.0,35.0,35.0,0.0,4.0
0.0,3.0,5.0,41.0,41.0,3.0,1.0
0.0,6.0,0.0,39.0,39.0,6.0,1.0
0.0,0.0,22.0,64.0,64.0,0.0,1.0
0.0,0.0,-6.0,24.0,24.0,0.0,1.0
-4.0,0.0,0.0,57.0,57.0,0.0,5.0
2.0,0.0,-5.0,33.0,33.0,0.0,1.0
6.0,0.0,13.0,122.0,122.0,0.0,5.0
0.0,-4.0,-2.0,47.0,47.0,-4.0,4.0
0.0,0.0,-6.0,81.0,81.0,0.0,1.0
0.0,0.0,-3.0,101.0,101.0,0.0,1.0
0.0,0.0,6.0,49.0,49.0,0.0,4.0
0.0,0.0,19.0,43.0,43.0,0.0,1.0
0.0,-2.0,-4.0,40.0,40.0,-2.0,4.0
-1.0,0.0,17.0,43.0,43.0,0.0,1.0
0.0,-1.0,0.0,54.0,54.0,-1.0,1.0
-3.0,0.0,2.0,86.0,86.0,0.0,4.0
0.0,0.0,-16.0,83.0,83.0,0.0,1.0
0.0,0.0,-6.0,45.0,45.0,0.0,5.0
0.0,0.0,11.0,34.0,34.0,0.0,4.0
0.0,0.0,-7.0,45.0,45.0,0.0,1.0
0.0,2.0,0.0,122.0,122.0,2.0,1.0
0.0,0.0,-14.0,75.0,75.0,0.0,5.0
0.0,-1.0,-3.0,48.0,48.0,-1.0,1.0
0.0,1.0,0.0,37.0,37.0,1.0,1.0
0.0,0.0,2.0,46.0,46.0,0.0,1.0
0.0,0.0,-25.0,87.0,87.0,0.0,4.0
-4.0,0.0,0.0,35.0,35.0,0.0,1.0
0.0,0.0,-3.0,39.0,39.0,0.0,1.0
5.0,0.0,0.0,31.0,31.0,0.0,1.0
0.0,6.0,22.0,74.0,74.0,6.0,1.0
2.0,0.0,3.0,24.0,24.0,0.0,5.0
2.0,0.0,7.0,80.0,80.0,0.0,4.0
0.0,0.0,-22.0,40.0,40.0,0.0,1.0
0.0,0.0,-6.0,55.0,55.0,0.0,1.0
-3.0,0.0,-20.0,43.0,43.0,0.0,4.0
0.0,0.0,-3.0,42.0,42.0,0.0,4.0
0.0,-3.0,0.0,23.0,23.0,-3.0,1.0
-2.0,0.0,-9.0,67.0,67.0,0.0,1.0
0.0,-4.0,2.0,35.0,35.0,-4.0,1.0
-1.0,1.0,0.0,43.0,43.0,1.0,5.0
-4.0,0.0,0.0,35.0,35.0,0.0,1.0
3.0,0.0,6.0,35.0,35.0,0.0,1.0
0.0,0.0,10.0,56.0,56.0,0.0,1.0
0.0,0.0,7.0,43.0,43.0,0.0,1.0
0.0,-2.0,6.0,32.0,32.0,-2.0,4.0
0.0,0.0,18.0,66.0,66.0,0.0,1.0
5.0,0.0,16.0,36.0,36.0,0.0,1.0
3.0,0.0,23.0,51.0,51.0,0.0,1.0
3.0,0.0,-17.0,34.0,34.0,0.0,1.0
0.0,0.0,8.0,71.0,71.0,0.0,1.0
-1.0,-4.0,19.0,39.0,39.0,-4.0,1.0
-3.0,0.0,0.0,34.0,34.0,0.0,1.0
0.0,0.0,6.0,49.0,49.0,0.0,3.0
0.0,0.0,2.0,43.0,43.0,0.0,1.0
5.0,0.0,0.0,41.0,41.0,0.0,4.0
3.0,0.0,0.0,37.0,37.0,0.0,4.0
-1.0,-2.0,0.0,36.0,36.0,-2.0,1.0
1.0,0.0,17.0,32.0,32.0,0.0,1.0
0.0,3.0,18.0,40.0,40.0,3.0,4.0
4.0,0.0,3.0,33.0,33.0,0.0,1.0
0.0,0.0,2.0,39.0,39.0,0.0,1.0
0.0,0.0,0.0,71.0,71.0,0.0,1.0
1.0,0.0,-4.0,44.0,44.0,0.0,4.0
-3.0,11.0,0.0,83.0,83.0,11.0,4.0
0.0,3.0,-2.0,49.0,49.0,3.0,4.0
-1.0,0.0,-6.0,86.0,86.0,0.0,1.0
-2.0,0.0,-23.0,37.0,37.0,0.0,1.0
0.0,1.0,-5.0,46.0,46.0,1.0,1.0
-1.0,0.0,3.0,38.0,38.0,0.0,4.0
0.0,-3.0,-3.0,35.0,35.0,-3.0,1.0
0.0,1.0,-30.0,42.0,42.0,1.0,1.0
0.0,0.0,31.0,52.0,52.0,0.0,1.0
0.0,0.0,-21.0,63.0,63.0,0.0,1.0
-3.0,0.0,8.0,66.0,66.0,0.0,1.0
3.0,0.0,22.0,23.0,23.0,0.0,4.0
0.0,0.0,-3.0,87.0,87.0,0.0,1.0
0.0,-2.0,0.0,84.0,84.0,-2.0,1.0
0.0,4.0,0.0,33.0,33.0,4.0,1.0
0.0,0.0,23.0,41.0,41.0,0.0,4.0
0.0,0.0,10.0,32.0,32.0,0.0,1.0
0.0,0.0,2.0,30.0,30.0,0.0,1.0
-1.0,3.0,3.0,53.0,53.0,3.0,1.0
0.0,0.0,11.0,39.0,39.0,0.0,5.0
-41.0,0.0,-31.0,47.0,47.0,0.0,1.0
0.0,0.0,4.0,105.0,105.0,0.0,1.0
0.0,2.0,-15.0,35.0,35.0,2.0,1.0
0.0,2.0,0.0,53.0,53.0,2.0,4.0
1.0,0.0,-5.0,58.0,58.0,0.0,1.0
0.0,-1.0,1.0,32.0,32.0,-1.0,5.0
5.0,0.0,16.0,35.0,35.0,0.0,2.0
5.0,0.0,0.0,44.0,44.0,0.0,1.0
0.0,0.0,24.0,84.0,84.0,0.0,1.0
0.0,-6.0,3.0,40.0,40.0,-6.0,1.0
0.0,0.0,-1.0,70.0,70.0,0.0,5.0
0.0,0.0,-22.0,70.0,70.0,0.0,1.0
0.0,8.0,-11.0,42.0,42.0,8.0,1.0
-1.0,-2.0,0.0,39.0,39.0,-2.0,1.0
-45.0,0.0,-3.0,45.0,45.0,0.0,1.0
-1.0,0.0,0.0,44.0,44.0,0.0,1.0
0.0,0.0,3.0,39.0,39.0,0.0,1.0
0.0,-4.0,0.0,38.0,38.0,-4.0,1.0
0.0,0.0,0.0,82.0,82.0,0.0,1.0
0.0,0.0,-11.0,36.0,36.0,0.0,1.0
0.0,1.0,17.0,41.0,41.0,1.0,1.0
3.0,0.0,9.0,37.0,37.0,0.0,5.0
0.0,-6.0,0.0,70.0,70.0,-6.0,4.0
0.0,-3.0,-2.0,84.0,84.0,-3.0,1.0
0.0,-4.0,-1.0,44.0,44.0,-4.0,1.0
0.0,3.0,0.0,36.0,36.0,3.0,4.0
0.0,7.0,0.0,43.0,43.0,7.0,4.0
0.0,0.0,-2.0,31.0,31.0,0.0,1.0
0.0,0.0,-13.0,40.0,40.0,0.0,1.0
2.0,0.0,0.0,34.0,34.0,0.0,4.0
0.0,0.0,4.0,31.0,31.0,0.0,4.0
0.0,0.0,-24.0,80.0,80.0,0.0,1.0
0.0,-1.0,7.0,41.0,41.0,-1.0,1.0
0.0,-1.0,0.0,37.0,37.0,-1.0,1.0
0.0,0.0,-3.0,39.0,39.0,0.0,1.0
0.0,0.0,3.0,83.0,0.0,0.0,1.0
0.0,4.0,0.0,73.0,73.0,4.0,1.0
-4.0,0.0,0.0,43.0,43.0,0.0,1.0
0.0,0.0,8.0,37.0,37.0,0.0,1.0
0.0,-7.0,0.0,85.0,85.0,-7.0,1.0
1.0,-2.0,0.0,43.0,43.0,-2.0,1.0
0.0,0.0,-30.0,82.0,82.0,0.0,5.0
-1.0,0.0,0.0,31.0,31.0,0.0,1.0
0.0,0.0,0.0,59.0,59.0,0.0,1.0
0.0,0.0,7.0,80.0,80.0,0.0,4.0
0.0,0.0,-16.0,47.0,47.0,0.0,1.0
0.0,0.0,21.0,32.0,32.0,0.0,1.0
-1.0,-3.0,1.0,65.0,65.0,-3.0,1.0
0.0,-4.0,0.0,74.0,74.0,-4.0,1.0
0.0,-1.0,0.0,48.0,48.0,-1.0,4.0
-3.0,0.0,-21.0,39.0,39.0,0.0,1.0
0.0,0.0,4.0,37.0,37.0,0.0,1.0
1.0,0.0,-1.0,32.0,32.0,0.0,1.0
0.0,0.0,22.0,49.0,49.0,0.0,1.0
0.0,0.0,16.0,51.0,51.0,0.0,4.0
-1.0,0.0,-6.0,41.0,41.0,0.0,1.0
0.0,0.0,-10.0,63.0,63.0,0.0,6.0
0.0,1.0,2.0,31.0,31.0,1.0,4.0
2.0,0.0,0.0,38.0,38.0,0.0,1.0
0.0,0.0,-1.0,37.0,37.0,0.0,1.0
0.0,0.0,-13.0,85.0,85.0,0.0,1.0
0.0,0.0,-27.0,50.0,50.0,0.0,4.0
0.0,3.0,0.0,37.0,37.0,3.0,1.0
0.0,0.0,-17.0,89.0,89.0,0.0,1.0
0.0,5.0,14.0,36.0,36.0,5.0,1.0
0.0,0.0,9.0,88.0,0.0,0.0,1.0
2.0,4.0,6.0,32.0,32.0,4.0,1.0
-1.0,0.0,-5.0,30.0,30.0,0.0,1.0
0.0,0.0,27.0,71.0,71.0,0.0,1.0
1.0,0.0,12.0,42.0,42.0,0.0,1.0
0.0,6.0,24.0,38.0,38.0,6.0,1.0
0.0,-3.0,0.0,41.0,41.0,-3.0,1.0
-3.0,0.0,0.0,37.0,37.0,0.0,1.0
0.0,0.0,-7.0,95.0,95.0,0.0,4.0
0.0,0.0,-7.0,73.0,73.0,0.0,4.0
0.0,0.0,-23.0,40.0,40.0,0.0,4.0
-4.0,0.0,0.0,41.0,41.0,0.0,1.0
0.0,0.0,10.0,65.0,65.0,0.0,1.0
-1.0,8.0,0.0,36.0,36.0,8.0,1.0
-1.0,-3.0,-5.0,35.0,35.0,-3.0,1.0
0.0,-4.0,-21.0,89.0,89.0,-4.0,1.0
0.0,0.0,24.0,30.0,30.0,0.0,1.0
0.0,-3.0,0.0,57.0,57.0,-3.0,1.0
0.0,0.0,9.0,30.0,30.0,0.0,1.0
0.0,8.0,0.0,72.0,72.0,8.0,1.0
-1.0,0.0,0.0,100.0,100.0,0.0,4.0
0.0,0.0,-6.0,72.0,72.0,0.0,1.0
0.0,0.0,9.0,49.0,49.0,0.0,1.0
1.0,0.0,0.0,37.0,37.0,0.0,4.0
0.0,0.0,17.0,75.0,75.0,0.0,1.0
5.0,0.0,0.0,41.0,41.0,0.0,4.0
0.0,-6.0,0.0,44.0,44.0,-6.0,1.0
5.0,0.0,0.0,63.0,63.0,0.0,1.0
-3.0,0.0,0.0,35.0,35.0,0.0,1.0
1.0,0.0,4.0,57.0,57.0,0.0,1.0
0.0,0.0,0.0,33.0,33.0,0.0,1.0
-5.0,0.0,0.0,99.0,99.0,0.0,1.0
0.0,-2.0,0.0,43.0,43.0,-2.0,1.0
2.0,0.0,17.0,72.0,72.0,0.0,1.0
0.0,0.0,24.0,37.0,37.0,0.0,1.0
-2.0,-7.0,20.0,32.0,32.0,-7.0,1.0
3.0,0.0,0.0,32.0,32.0,0.0,5.0
0.0,0.0,-26.0,91.0,91.0,0.0,4.0
0.0,1.0,0.0,39.0,39.0,1.0,1.0
0.0,0.0,-3.0,28.0,28.0,0.0,1.0
-1.0,-4.0,5.0,29.0,29.0,-4.0,1.0
1.0,0.0,4.0,37.0,37.0,0.0,4.0
0.0,0.0,6.0,43.0,43.0,0.0,4.0
-1.0,0.0,5.0,26.0,26.0,0.0,1.0
1.0,0.0,29.0,29.0,29.0,0.0,1.0
0.0,-1.0,0.0,84.0,84.0,-1.0,1.0
0.0,-7.0,0.0,37.0,37.0,-7.0,1.0
0.0,-2.0,-8.0,44.0,44.0,-2.0,1.0
-1.0,-6.0,0.0,43.0,43.0,-6.0,1.0
0.0,0.0,-19.0,72.0,72.0,0.0,5.0
0.0,0.0,-7.0,62.0,62.0,0.0,1.0
0.0,-4.0,4.0,41.0,41.0,-4.0,1.0
-1.0,0.0,4.0,35.0,35.0,0.0,1.0
0.0,-3.0,0.0,70.0,70.0,-3.0,1.0
0.0,-1.0,0.0,46.0,46.0,-1.0,1.0
0.0,3.0,19.0,78.0,78.0,3.0,1.0
0.0,0.0,27.0,54.0,54.0,0.0,1.0
0.0,3.0,3.0,84.0,84.0,3.0,1.0
1.0,0.0,0.0,83.0,83.0,0.0,1.0
0.0,4.0,0.0,81.0,81.0,4.0,1.0
-1.0,0.0,7.0,33.0,33.0,0.0,1.0
-1.0,-3.0,-8.0,37.0,37.0,-3.0,1.0
1.0,-5.0,0.0,30.0,30.0,-5.0,1.0
-1.0,0.0,5.0,35.0,35.0,0.0,1.0
0.0,0.0,-17.0,81.0,81.0,0.0,5.0
0.0,8.0,0.0,45.0,45.0,8.0,1.0
0.0,0.0,2.0,75.0,75.0,0.0,4.0
0.0,-2.0,0.0,111.0,111.0,-2.0,1.0
-2.0,0.0,0.0,39.0,39.0,0.0,1.0
0.0,0.0,-24.0,65.0,65.0,0.0,1.0
3.0,0.0,0.0,44.0,44.0,0.0,1.0
-3.0,6.0,0.0,48.0,48.0,6.0,1.0
0.0,0.0,19.0,40.0,40.0,0.0,1.0
0.0,-2.0,-2.0,48.0,48.0,-2.0,1.0
3.0,0.0,0.0,42.0,42.0,0.0,1.0
0.0,5.0,-12.0,48.0,48.0,5.0,4.0
3.0,0.0,2.0,39.0,39.0,0.0,4.0
0.0,0.0,-11.0,43.0,43.0,0.0,1.0
0.0,0.0,-7.0,74.0,74.0,0.0,1.0
7.0,0.0,-15.0,84.0,84.0,0.0,1.0
0.0,0.0,5.0,81.0,0.0,0.0,1.0
0.0,7.0,19.0,27.0,27.0,7.0,1.0
1.0,0.0,-8.0,42.0,42.0,0.0,5.0
0.0,-4.0,0.0,37.0,37.0,-4.0,4.0
-1.0,-3.0,-5.0,39.0,39.0,-3.0,1.0
-2.0,0.0,-18.0,30.0,30.0,0.0,4.0
1.0,0.0,-10.0,69.0,69.0,0.0,1.0
5.0,0.0,0.0,28.0,28.0,0.0,1.0
0.0,0.0,-26.0,35.0,35.0,0.0,1.0
0.0,0.0,-28.0,39.0,39.0,0.0,5.0
-3.0,-4.0,0.0,37.0,37.0,-4.0,1.0
3.0,0.0,-1.0,37.0,37.0,0.0,1.0
0.0,-2.0,-2.0,37.0,37.0,-2.0,1.0
-3.0,1.0,-14.0,36.0,36.0,1.0,1.0
-3.0,0.0,0.0,42.0,42.0,0.0,4.0
0.0,-6.0,0.0,23.0,23.0,-6.0,1.0
-4.0,0.0,-1.0,31.0,31.0,0.0,1.0
-5.0,0.0,21.0,30.0,30.0,0.0,1.0
0.0,-6.0,0.0,78.0,0.0,0.0,2.0
0.0,0.0,1.0,50.0,50.0,0.0,1.0
0.0,0.0,-9.0,53.0,53.0,0.0,1.0
0.0,0.0,11.0,31.0,31.0,0.0,5.0
-4.0,-5.0,0.0,37.0,37.0,-5.0,1.0
2.0,0.0,10.0,31.0,31.0,0.0,4.0
0.0,-7.0,1.0,123.0,123.0,-7.0,1.0
0.0,0.0,-5.0,42.0,42.0,0.0,1.0
0.0,0.0,-18.0,36.0,36.0,0.0,1.0
-1.0,0.0,-4.0,49.0,49.0,0.0,1.0
0.0,0.0,0.0,72.0,72.0,0.0,1.0
-4.0,0.0,0.0,123.0,123.0,0.0,1.0
0.0,-3.0,0.0,85.0,85.0,-3.0,1.0
-3.0,-1.0,-11.0,91.0,91.0,-1.0,1.0
0.0,-1.0,0.0,37.0,37.0,-1.0,1.0
0.0,0.0,-8.0,30.0,30.0,0.0,1.0
0.0,0.0,-13.0,34.0,34.0,0.0,5.0
0.0,6.0,0.0,59.0,59.0,6.0,1.0
-3.0,1.0,11.0,35.0,35.0,1.0,1.0
-3.0,0.0,0.0,33.0,33.0,0.0,1.0
0.0,0.0,-20.0,44.0,44.0,0.0,1.0
0.0,0.0,5.0,45.0,45.0,0.0,1.0
0.0,-7.0,6.0,36.0,36.0,-7.0,1.0
4.0,0.0,2.0,33.0,33.0,0.0,1.0
0.0,0.0,-7.0,45.0,45.0,0.0,1.0
0.0,0.0,28.0,29.0,29.0,0.0,1.0
-1.0,-3.0,-36.0,42.0,42.0,-3.0,1.0
5.0,0.0,0.0,30.0,30.0,0.0,1.0
0.0,0.0,-6.0,42.0,42.0,0.0,1.0
0.0,0.0,1.0,77.0,77.0,0.0,1.0
0.0,0.0,11.0,65.0,65.0,0.0,1.0
0.0,-1.0,0.0,35.0,35.0,-1.0,1.0
0.0,0.0,11.0,75.0,75.0,0.0,5.0
0.0,4.0,0.0,49.0,49.0,4.0,1.0
1.0,0.0,16.0,30.0,30.0,0.0,1.0
0.0,0.0,-2.0,35.0,35.0,0.0,5.0
4.0,3.0,22.0,38.0,38.0,3.0,1.0
0.0,2.0,-6.0,48.0,48.0,2.0,3.0
-5.0,0.0,3.0,62.0,62.0,0.0,5.0
0.0,0.0,31.0,27.0,27.0,0.0,1.0
3.0,0.0,-17.0,42.0,42.0,0.0,4.0
0.0,0.0,22.0,39.0,39.0,0.0,1.0
4.0,0.0,0.0,44.0,44.0,0.0,1.0
0.0,0.0,1.0,33.0,33.0,0.0,1.0
3.0,7.0,0.0,40.0,40.0,7.0,1.0
-5.0,0.0,0.0,44.0,44.0,0.0,1.0
-1.0,0.0,-5.0,35.0,35.0,0.0,1.0
-3.0,0.0,0.0,41.0,41.0,0.0,1.0
0.0,-2.0,-8.0,77.0,77.0,-2.0,4.0
0.0,-4.0,0.0,41.0,41.0,-4.0,1.0
1.0,0.0,17.0,60.0,60.0,0.0,1.0
0.0,0.0,-5.0,33.0,33.0,0.0,4.0
0.0,6.0,9.0,38.0,38.0,6.0,5.0
0.0,0.0,21.0,81.0,81.0,0.0,1.0
0.0,0.0,8.0,30.0,30.0,0.0,1.0
0.0,0.0,19.0,71.0,71.0,0.0,5.0
0.0,2.0,0.0,58.0,58.0,2.0,1.0
4.0,0.0,0.0,29.0,29.0,0.0,1.0
0.0,0.0,18.0,68.0,68.0,0.0,1.0
0.0,0.0,1.0,32.0,32.0,0.0,1.0
0.0,0.0,0.0,86.0,86.0,0.0,1.0
0.0,0.0,-14.0,83.0,83.0,0.0,1.0
0.0,0.0,17.0,74.0,74.0,0.0,1.0
0.0,0.0,-15.0,47.0,47.0,0.0,4.0
3.0,-3.0,0.0,44.0,44.0,-3.0,4.0
1.0,0.0,7.0,29.0,29.0,0.0,1.0
0.0,-1.0,0.0,46.0,46.0,-1.0,1.0
-2.0,-1.0,0.0,42.0,42.0,-1.0,1.0
2.0,0.0,0.0,31.0,31.0,0.0,1.0
0.0,0.0,-13.0,80.0,80.0,0.0,1.0
1.0,0.0,0.0,72.0,72.0,0.0,1.0
0.0,-3.0,-2.0,65.0,65.0,-3.0,1.0
-1.0,1.0,-4.0,81.0,81.0,1.0,4.0
0.0,3.0,18.0,34.0,34.0,3.0,1.0
0.0,0.0,-11.0,71.0,71.0,0.0,1.0
1.0,5.0,0.0,87.0,87.0,5.0,5.0
0.0,0.0,25.0,65.0,65.0,0.0,5.0
0.0,0.0,-14.0,73.0,73.0,0.0,1.0
0.0,-5.0,0.0,66.0,66.0,-5.0,1.0
0.0,1.0,-24.0,55.0,55.0,1.0,1.0
0.0,0.0,-2.0,33.0,33.0,0.0,4.0
-2.0,0.0,5.0,37.0,37.0,0.0,1.0
0.0,4.0,0.0,41.0,41.0,4.0,1.0
0.0,0.0,18.0,61.0,61.0,0.0,1.0
0.0,0.0,3.0,69.0,69.0,0.0,1.0
2.0,1.0,0.0,48.0,48.0,1.0,1.0
0.0,0.0,31.0,48.0,48.0,0.0,1.0
0.0,0.0,2.0,65.0,65.0,0.0,1.0
5.0,0.0,18.0,28.0,28.0,0.0,1.0
-2.0,-2.0,0.0,50.0,50.0,-2.0,1.0
0.0,0.0,-22.0,51.0,51.0,0.0,1.0
-42.0,0.0,0.0,88.0,88.0,0.0,1.0
0.0,-2.0,3.0,125.0,125.0,-2.0,1.0
0.0,0.0,28.0,44.0,44.0,0.0,1.0
0.0,0.0,6.0,48.0,48.0,0.0,1.0
2.0,3.0,0.0,28.0,28.0,3.0,1.0
0.0,-1.0,0.0,82.0,82.0,-1.0,4.0
0.0,0.0,-1.0,30.0,30.0,0.0,1.0
0.0,0.0,-24.0,45.0,45.0,0.0,5.0
-1.0,0.0,-21.0,44.0,44.0,0.0,4.0
0.0,0.0,22.0,53.0,53.0,0.0,1.0
0.0,3.0,11.0,42.0,42.0,3.0,4.0
1.0,0.0,19.0,40.0,40.0,0.0,1.0
0.0,-3.0,-6.0,34.0,34.0,-3.0,1.0
1.0,6.0,0.0,36.0,36.0,6.0,1.0
5.0,0.0,0.0,48.0,48.0,0.0,1.0
0.0,0.0,20.0,35.0,35.0,0.0,4.0
0.0,0.0,-16.0,66.0,66.0,0.0,1.0
0.0,0.0,-4.0,41.0,41.0,0.0,1.0
0.0,0.0,1.0,81.0,0.0,0.0,1.0
-2.0,0.0,26.0,37.0,37.0,0.0,4.0
4.0,0.0,17.0,61.0,61.0,0.0,1.0
2.0,0.0,0.0,39.0,39.0,0.0,1.0
2.0,0.0,0.0,26.0,26.0,0.0,1.0
0.0,1.0,0.0,31.0,31.0,1.0,1.0
0.0,0.0,-30.0,41.0,41.0,0.0,1.0
0.0,-4.0,-15.0,88.0,88.0,-4.0,1.0
0.0,0.0,3.0,84.0,84.0,0.0,1.0
5.0,0.0,-18.0,35.0,35.0,0.0,1.0
2.0,0.0,25.0,45.0,45.0,0.0,1.0
0.0,7.0,-10.0,42.0,42.0,7.0,1.0
-3.0,0.0,0.0,54.0,54.0,0.0,1.0
0.0,0.0,-3.0,97.0,97.0,0.0,1.0
2.0,0.0,0.0,30.0,30.0,0.0,1.0
3.0,0.0,6.0,126.0,126.0,0.0,1.0
0.0,0.0,6.0,51.0,51.0,0.0,1.0
-4.0,0.0,0.0,48.0,48.0,0.0,1.0
0.0,0.0,2.0,46.0,46.0,0.0,1.0
0.0,0.0,16.0,101.0,101.0,0.0,1.0
0.0,0.0,-12.0,35.0,35.0,0.0,1.0
0.0,0.0,15.0,121.0,121.0,0.0,1.0
0.0,0.0,-6.0,99.0,99.0,0.0,1.0
0.0,0.0,6.0,61.0,61.0,0.0,1.0
-1.0,4.0,0.0,43.0,43.0,4.0,1.0
0.0,-2.0,-37.0,34.0,34.0,-2.0,1.0
0.0,0.0,0.0,114.0,114.0,0.0,4.0
-3.0,0.0,14.0,45.0,45.0,0.0,1.0
0.0,0.0,4.0,39.0,39.0,0.0,1.0
0.0,5.0,-12.0,40.0,40.0,5.0,1.0
4.0,0.0,12.0,39.0,39.0,0.0,1.0
0.0,0.0,0.0,41.0,41.0,0.0,4.0
0.0,2.0,18.0,65.0,65.0,2.0,5.0
0.0,0.0,4.0,51.0,51.0,0.0,1.0
0.0,-3.0,0.0,78.0,78.0,-3.0,4.0
0.0,0.0,-24.0,41.0,41.0,0.0,1.0
-5.0,0.0,-18.0,40.0,40.0,0.0,1.0
0.0,0.0,25.0,43.0,43.0,0.0,1.0
0.0,0.0,-27.0,39.0,39.0,0.0,1.0
0.0,0.0,-4.0,52.0,52.0,0.0,5.0
0.0,2.0,-2.0,38.0,38.0,2.0,1.0
-1.0,0.0,0.0,57.0,57.0,0.0,1.0
-4.0,0.0,8.0,35.0,35.0,0.0,1.0
-2.0,0.0,21.0,38.0,38.0,0.0,5.0
0.0,-1.0,-1.0,55.0,55.0,-1.0,1.0
0.0,2.0,13.0,84.0,84.0,2.0,4.0
0.0,0.0,21.0,92.0,92.0,0.0,1.0
0.0,0.0,-24.0,42.0,42.0,0.0,4.0
0.0,0.0,8.0,57.0,57.0,0.0,1.0
0.0,0.0,8.0,53.0,53.0,0.0,1.0
0.0,0.0,-3.0,39.0,39.0,0.0,4.0
0.0,0.0,26.0,62.0,62.0,0.0,5.0
0.0,0.0,-17.0,35.0,35.0,0.0,1.0
0.0,1.0,0.0,39.0,39.0,1.0,1.0
0.0,8.0,13.0,70.0,70.0,8.0,1.0
5.0,0.0,10.0,35.0,35.0,0.0,1.0
1.0,3.0,2.0,125.0,125.0,3.0,1.0
4.0,0.0,-6.0,27.0,27.0,0.0,1.0
0.0,0.0,-8.0,81.0,81.0,0.0,1.0
0.0,0.0,9.0,55.0,55.0,0.0,4.0
-2.0,1.0,0.0,59.0,59.0,1.0,1.0
0.0,0.0,-19.0,34.0,34.0,0.0,1.0
0.0,0.0,-9.0,79.0,79.0,0.0,1.0
2.0,0.0,0.0,28.0,28.0,0.0,1.0
0.0,0.0,-11.0,30.0,30.0,0.0,1.0
0.0,0.0,-23.0,69.0,69.0,0.0,1.0
